home_team,away_team,home_score,away_score,year,round,weekday,day,month,game_type,venue,attendance
Melbourne,Sydney,38,82,1996,7,Sat,11,5,regular,MCG,23660
Brisbane,Hawthorn,104,41,1996,7,Sat,11,5,regular,Gabba,20053
Carlton,Fitzroy,125,62,1996,7,Sat,11,5,regular,Princes Park,16176
Richmond,Western Bulldogs,113,62,1996,7,Sun,12,5,regular,MCG,25691
Adelaide,Fremantle,132,36,1996,7,Sun,12,5,regular,AAMI Stadium,40386
West Coast,North Melbourne,125,58,1996,7,Sun,12,5,regular,Patersons Stadium,32312
Brisbane,Collingwood,108,98,1996,8,Fri,17,5,regular,Gabba,21644
Geelong,Carlton,98,86,1996,8,Fri,17,5,regular,MCG,67931
Hawthorn,Melbourne,122,71,1996,8,Sat,18,5,regular,Waverley Park,20527
North Melbourne,Richmond,144,89,1996,8,Sat,18,5,regular,MCG,49939
West Coast,Sydney,100,64,1996,8,Sat,18,5,regular,WACA,31411
Fitzroy,Fremantle,107,76,1996,8,Sat,18,5,regular,Western Oval,5083
Essendon,Western Bulldogs,151,84,1996,8,Sun,19,5,regular,MCG,36766
Adelaide,St Kilda,97,73,1996,8,Sun,19,5,regular,AAMI Stadium,43370
North Melbourne,Fitzroy,170,65,1996,9,Fri,24,5,regular,MCG,19964
Hawthorn,West Coast,56,90,1996,9,Sat,25,5,regular,Waverley Park,14286
Essendon,Melbourne,89,77,1996,9,Sat,25,5,regular,MCG,37288
Western Bulldogs,Adelaide,119,79,1996,9,Sat,25,5,regular,Western Oval,11140
Fremantle,Richmond,120,66,1996,9,Sun,26,5,regular,Patersons Stadium,20934
St Kilda,Carlton,69,91,1996,9,Sun,26,5,regular,Waverley Park,41023
Sydney,Brisbane,132,74,1996,9,Sun,26,5,regular,SCG,26537
Collingwood,Geelong,76,139,1996,9,Mon,27,5,regular,MCG,56609
North Melbourne,Western Bulldogs,89,69,1996,10,Fri,7,6,regular,MCG,22416
Fitzroy,Sydney,67,137,1996,10,Sat,8,6,regular,Western Oval,9701
Geelong,Brisbane,98,98,1996,10,Sat,8,6,regular,Skilled Stadium,24800
Richmond,Carlton,90,101,1996,10,Sat,8,6,regular,MCG,59062
St Kilda,Essendon,67,89,1996,10,Sat,8,6,regular,Waverley Park,43925
Adelaide,West Coast,76,130,1996,10,Sun,9,6,regular,AAMI Stadium,43398
Fremantle,Hawthorn,53,110,1996,10,Sun,9,6,regular,Patersons Stadium,19350
Melbourne,Collingwood,114,76,1996,10,Mon,10,6,regular,MCG,48302
Sydney,North Melbourne,152,73,1996,11,Sat,15,6,regular,Princes Park,18644
Richmond,St Kilda,139,105,1996,11,Sat,15,6,regular,MCG,39029
Brisbane,Carlton,38,62,1996,11,Sat,15,6,regular,Gabba,20225
Geelong,Western Bulldogs,129,85,1996,11,Sat,15,6,regular,Skilled Stadium,21516
Hawthorn,Adelaide,108,99,1996,11,Sat,15,6,regular,Waverley Park,16652
Fitzroy,Melbourne,56,119,1996,11,Sun,16,6,regular,Western Oval,10836
Essendon,Fremantle,90,89,1996,11,Sun,16,6,regular,MCG,31383
West Coast,Collingwood,115,62,1996,11,Sun,16,6,regular,Patersons Stadium,34832
Richmond,Adelaide,128,82,1996,12,Fri,21,6,regular,MCG,39044
Collingwood,Carlton,95,116,1996,12,Sat,22,6,regular,MCG,61448
Hawthorn,Fitzroy,114,83,1996,12,Sat,22,6,regular,Waverley Park,16217
Geelong,Fremantle,112,93,1996,12,Sat,22,6,regular,Skilled Stadium,22116
Brisbane,Melbourne,123,46,1996,12,Sat,22,6,regular,Gabba,14871
West Coast,St Kilda,141,108,1996,12,Sun,23,6,regular,Patersons Stadium,29434
Sydney,Western Bulldogs,123,77,1996,12,Sun,23,6,regular,SCG,22689
North Melbourne,Essendon,107,95,1996,12,Sun,23,6,regular,MCG,39515
Richmond,Collingwood,92,69,1996,13,Fri,28,6,regular,MCG,69072
Fremantle,North Melbourne,58,74,1996,13,Sat,29,6,regular,WACA,19360
Essendon,Hawthorn,121,100,1996,13,Sat,29,6,regular,MCG,43481
St Kilda,Brisbane,96,50,1996,13,Sat,29,6,regular,Waverley Park,13824
Carlton,Sydney,91,102,1996,13,Sat,29,6,regular,Princes Park,20030
Fitzroy,Geelong,39,166,1996,13,Sat,29,6,regular,Western Oval,10504
Western Bulldogs,West Coast,59,71,1996,13,Sun,30,6,regular,Western Oval,11184
Adelaide,Melbourne,72,123,1996,13,Sun,30,6,regular,AAMI Stadium,37557
North Melbourne,Carlton,144,89,1996,14,Fri,5,7,regular,MCG,68537
Hawthorn,Collingwood,114,81,1996,14,Sat,6,7,regular,Waverley Park,30886
Richmond,West Coast,51,68,1996,14,Sat,6,7,regular,MCG,37482
Adelaide,Brisbane,102,94,1996,14,Sat,6,7,regular,AAMI Stadium,34183
Essendon,Fitzroy,118,52,1996,14,Sat,6,7,regular,Princes Park,12748
Fremantle,St Kilda,77,100,1996,14,Sun,7,7,regular,Patersons Stadium,17697
Sydney,Geelong,125,74,1996,14,Sun,7,7,regular,SCG,44047
Melbourne,Western Bulldogs,94,67,1996,14,Sun,7,7,regular,MCG,22852
West Coast,Fitzroy,131,63,1996,15,Fri,12,7,regular,WACA,22044
Geelong,Hawthorn,72,74,1996,15,Sat,13,7,regular,Skilled Stadium,22207
Carlton,Adelaide,131,64,1996,15,Sat,13,7,regular,Princes Park,20102
Collingwood,North Melbourne,144,83,1996,15,Sat,13,7,regular,MCG,34514
St Kilda,Sydney,79,96,1996,15,Sat,13,7,regular,Waverley Park,34337
Melbourne,Richmond,81,127,1996,15,Sun,14,7,regular,MCG,41380
Western Bulldogs,Fremantle,117,99,1996,15,Sun,14,7,regular,Western Oval,8674
Brisbane,Essendon,103,68,1996,15,Sun,14,7,regular,Gabba,20378
North Melbourne,St Kilda,118,29,1996,16,Fri,19,7,regular,MCG,24778
Hawthorn,Carlton,98,49,1996,16,Sat,20,7,regular,Waverley Park,28670
Geelong,Melbourne,88,30,1996,16,Sat,20,7,regular,Skilled Stadium,17538
